"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02480V03003","Type of Offence","UNIT","VALUE"
"CJA01","Recorded crime incidents","2015","2015","135","Regulated betting/money, collection/trading offences","Number","291"
"CJA01","Recorded crime incidents","2015","2015","136","Social code offences (n.e.c.)","Number","3596"
"CJA01","Recorded crime incidents","2015","2015","15","Offences against government, justice procedures and organisation of crime","Number","11481"
"CJA01","Recorded crime incidents","2015","2015","151","Offences against government and its agents","Number","282"
"CJA01","Recorded crime incidents","2015","2015","152","Organisation of crime and conspiracy to commit crime","Number","10"
"CJA01","Recorded crime incidents","2015","2015","153","Perverting the course of justice","Number","59"
"CJA01","Recorded crime incidents","2015","2015","157","Offences while in custody, breach of court orders","Number","11130"
"CJA01","Recorded crime incidents","2016","2016","01","Homicide offences","Number","87"
"CJA01","Recorded crime incidents","2016","2016","0111","Murder","Number","33"
"CJA01","Recorded crime incidents","2016","2016","0112","Manslaughter","Number","9"
"CJA01","Recorded crime incidents","2016","2016","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2016","2016","012","Dangerous driving leading to death","Number","45"
"CJA01","Recorded crime incidents","2016","2016","02","Sexual offences","Number","2519"
"CJA01","Recorded crime incidents","2016","2016","0211","Rape of a male or female","Number","517"
"CJA01","Recorded crime incidents","2016","2016","0212","Defilement of a boy or girl less than 17 years old","Number","161"
"CJA01","Recorded crime incidents","2016","2016","0213","Sexual offence involving mentally impaired person","Number","19"
"CJA01","Recorded crime incidents","2016","2016","0214","Aggravated sexual assault","Number","9"
"CJA01","Recorded crime incidents","2016","2016","0215","Sexual assault (not aggravated)","Number","1521"
"CJA01","Recorded crime incidents","2016","2016","022","Other sexual offences","Number","292"
"CJA01","Recorded crime incidents","2016","2016","03","Attempts/threats to murder, assaults, harassments and related offences","Number","16723"
"CJA01","Recorded crime incidents","2016","2016","0311","Murder-attempt","Number","24"
"CJA01","Recorded crime incidents","2016","2016","0313","Threat to kill or cause serious harm","Number","596"
"CJA01","Recorded crime incidents","2016","2016","033","Harassment and related offences","Number","1397"
"CJA01","Recorded crime incidents","2016","2016","034","Assault causing harm, poisoning","Number","3641"
"CJA01","Recorded crime incidents","2016","2016","035","Other assault","Number","11065"
"CJA01","Recorded crime incidents","2016","2016","04","Dangerous or negligent acts","Number","7690"
"CJA01","Recorded crime incidents","2016","2016","0411","Dangerous driving causing serious bodily harm","Number","9"
"CJA01","Recorded crime incidents","2016","2016","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","6925"
"CJA01","Recorded crime incidents","2016","2016","0413","Driving/in charge of a vehicle under the influence of drugs","Number","217"
"CJA01","Recorded crime incidents","2016","2016","0421","Endangerment with potential for serious harm/death","Number","106"
"CJA01","Recorded crime incidents","2016","2016","0422","Abandoning a child, child neglect and cruelty","Number","267"
"CJA01","Recorded crime incidents","2016","2016","0423","Unseaworthy/dangerous use of boat or ship","Number","1"
"CJA01","Recorded crime incidents","2016","2016","0424","False alarm/interference with aircraft or air transport facilities","Number","3"
"CJA01","Recorded crime incidents","2016","2016","0425","Endangering traffic offences","Number","162"
"CJA01","Recorded crime incidents","2016","2016","05","Kidnapping and related offences","Number","125"
"CJA01","Recorded crime incidents","2016","2016","0511","False imprisonment","Number","72"
"CJA01","Recorded crime incidents","2016","2016","0512","Abduction of person under 16 years of age","Number","27"
"CJA01","Recorded crime incidents","2016","2016","0513","Human trafficking offences","Number","26"
"CJA01","Recorded crime incidents","2016","2016","06","Robbery, extortion and hijacking offences","Number","2108"
"CJA01","Recorded crime incidents","2016","2016","0611","Robbery of an establishment or institution","Number","701"
"CJA01","Recorded crime incidents","2016","2016","0612","Robbery of cash or goods in transit","Number","28"
"CJA01","Recorded crime incidents","2016","2016","0613","Robbery from the person","Number","1229"
"CJA01","Recorded crime incidents","2016","2016","0621","Blackmail or extortion","Number","69"
"CJA01","Recorded crime incidents","2016","2016","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","81"
"CJA01","Recorded crime incidents","2016","2016","07","Burglary and related offences","Number","18586"
"CJA01","Recorded crime incidents","2016","2016","0711","Aggravated burglary","Number","211"
"CJA01","Recorded crime incidents","2016","2016","0712","Burglary (not aggravated)","Number","17892"
"CJA01","Recorded crime incidents","2016","2016","0713","Possession of an article (with intent to burgle, steal, demand)","Number","483"
"CJA01","Recorded crime incidents","2016","2016","08","Theft and related offences","Number","64485"
"CJA01","Recorded crime incidents","2016","2016","081","Theft/taking of vehicle and related offences","Number","4547"
"CJA01","Recorded crime incidents","2016","2016","0821","Theft from person","Number","4751"
"CJA01","Recorded crime incidents","2016","2016","0822","Theft from shop","Number","21492"
"CJA01","Recorded crime incidents","2016","2016","084","Other thefts, handling stolen property","Number","33695"
"CJA01","Recorded crime incidents","2016","2016","09","Fraud, deception and related offences","Number","4926"
"CJA01","Recorded crime incidents","2016","2016","10","Controlled drug offences","Number","16017"
"CJA01","Recorded crime incidents","2016","2016","1011","Importation of drugs","Number","28"
"CJA01","Recorded crime incidents","2016","2016","1012","Cultivation or manufacture of drugs","Number","262"
"CJA01","Recorded crime incidents","2016","2016","1021","Possession of drugs for sale or supply","Number","3622"
"CJA01","Recorded crime incidents","2016","2016","1022","Possession of drugs for personal use","Number","11392"
"CJA01","Recorded crime incidents","2016","2016","103","Other drug offences","Number","713"
"CJA01","Recorded crime incidents","2016","2016","11","Weapons and Explosives Offences","Number","2134"
"CJA01","Recorded crime incidents","2016","2016","111","Explosives, chemical weapons offences","Number","14"
"CJA01","Recorded crime incidents","2016","2016","1121","Discharging a firearm","Number","101"
"CJA01","Recorded crime incidents","2016","2016","1122","Possession of a firearm","Number","198"
"CJA01","Recorded crime incidents","2016","2016","113","Offensive weapons offences (n.e.c.)","Number","1687"
"CJA01","Recorded crime incidents","2016","2016","114","Fireworks offences","Number","134"
"CJA01","Recorded crime incidents","2016","2016","12","Damage to property and to the environment","Number","22170"
"CJA01","Recorded crime incidents","2016","2016","1211","Arson","Number","1597"
"CJA01","Recorded crime incidents","2016","2016","1212","Criminal damage (not arson)","Number","20403"
"CJA01","Recorded crime incidents","2016","2016","1221","Litter offences","Number","170"
"CJA01","Recorded crime incidents","2016","2016","13","Public order and other social code offences","Number","29201"
"CJA01","Recorded crime incidents","2016","2016","131","Disorderly conduct","Number","24085"
"CJA01","Recorded crime incidents","2016","2016","132","Trespass offences","Number","2081"
"CJA01","Recorded crime incidents","2016","2016","133","Liquor licensing offences","Number","904"
"CJA01","Recorded crime incidents","2016","2016","134","Prostitution offences","Number","34"
"CJA01","Recorded crime incidents","2016","2016","135","Regulated betting/money, collection/trading offences","Number","208"
"CJA01","Recorded crime incidents","2016","2016","136","Social code offences (n.e.c.)","Number","1889"
"CJA01","Recorded crime incidents","2016","2016","15","Offences against government, justice procedures and organisation of crime","Number","12373"
"CJA01","Recorded crime incidents","2016","2016","151","Offences against government and its agents","Number","253"
"CJA01","Recorded crime incidents","2016","2016","152","Organisation of crime and conspiracy to commit crime","Number","11"
"CJA01","Recorded crime incidents","2016","2016","153","Perverting the course of justice","Number","52"
"CJA01","Recorded crime incidents","2016","2016","157","Offences while in custody, breach of court orders","Number","12057"
"CJA01","Recorded crime incidents","2017","2017","01","Homicide offences","Number","96"
"CJA01","Recorded crime incidents","2017","2017","0111","Murder","Number","37"
"CJA01","Recorded crime incidents","2017","2017","0112","Manslaughter","Number","10"
"CJA01","Recorded crime incidents","2017","2017","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2017","2017","012","Dangerous driving leading to death","Number","49"
"CJA01","Recorded crime incidents","2017","2017","02","Sexual offences","Number","2886"
"CJA01","Recorded crime incidents","2017","2017","0211","Rape of a male or female","Number","656"
"CJA01","Recorded crime incidents","2017","2017","0212","Defilement of a boy or girl less than 17 years old","Number","159"
"CJA01","Recorded crime incidents","2017","2017","0213","Sexual offence involving mentally impaired person","Number","29"
"CJA01","Recorded crime incidents","2017","2017","0214","Aggravated sexual assault","Number","6"
"CJA01","Recorded crime incidents","2017","2017","0215","Sexual assault (not aggravated)","Number","1686"
"CJA01","Recorded crime incidents","2017","2017","022","Other sexual offences","Number","350"
"CJA01","Recorded crime incidents","2017","2017","03","Attempts/threats to murder, assaults, harassments and related offences","Number","18993"
"CJA01","Recorded crime incidents","2017","2017","0311","Murder-attempt","Number","13"
"CJA01","Recorded crime incidents","2017","2017","0313","Threat to kill or cause serious harm","Number","750"
"CJA01","Recorded crime incidents","2017","2017","033","Harassment and related offences","Number","1603"
"CJA01","Recorded crime incidents","2017","2017","034","Assault causing harm, poisoning","Number","4105"
"CJA01","Recorded crime incidents","2017","2017","035","Other assault","Number","12522"
"CJA01","Recorded crime incidents","2017","2017","04","Dangerous or negligent acts","Number","8367"
"CJA01","Recorded crime incidents","2017","2017","0411","Dangerous driving causing serious bodily harm","Number","14"
"CJA01","Recorded crime incidents","2017","2017","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","7359"
"CJA01","Recorded crime incidents","2017","2017","0413","Driving/in charge of a vehicle under the influence of drugs","Number","280"
"CJA01","Recorded crime incidents","2017","2017","0421","Endangerment with potential for serious harm/death","Number","114"
"CJA01","Recorded crime incidents","2017","2017","0422","Abandoning a child, child neglect and cruelty","Number","384"
"CJA01","Recorded crime incidents","2017","2017","0423","Unseaworthy/dangerous use of boat or ship","Number","4"
"CJA01","Recorded crime incidents","2017","2017","0424","False alarm/interference with aircraft or air transport facilities","Number","6"
"CJA01","Recorded crime incidents","2017","2017","0425","Endangering traffic offences","Number","206"
"CJA01","Recorded crime incidents","2017","2017","05","Kidnapping and related offences","Number","131"
"CJA01","Recorded crime incidents","2017","2017","0511","False imprisonment","Number","79"
"CJA01","Recorded crime incidents","2017","2017","0512","Abduction of person under 16 years of age","Number","21"
"CJA01","Recorded crime incidents","2017","2017","0513","Human trafficking offences","Number","31"
"CJA01","Recorded crime incidents","2017","2017","06","Robbery, extortion and hijacking offences","Number","2184"
"CJA01","Recorded crime incidents","2017","2017","0611","Robbery of an establishment or institution","Number","716"
"CJA01","Recorded crime incidents","2017","2017","0612","Robbery of cash or goods in transit","Number","15"
"CJA01","Recorded crime incidents","2017","2017","0613","Robbery from the person","Number","1286"
"CJA01","Recorded crime incidents","2017","2017","0621","Blackmail or extortion","Number","75"
"CJA01","Recorded crime incidents","2017","2017","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","92"
"CJA01","Recorded crime incidents","2017","2017","07","Burglary and related offences","Number","19208"
"CJA01","Recorded crime incidents","2017","2017","0711","Aggravated burglary","Number","229"
"CJA01","Recorded crime incidents","2017","2017","0712","Burglary (not aggravated)","Number","18543"
"CJA01","Recorded crime incidents","2017","2017","0713","Possession of an article (with intent to burgle, steal, demand)","Number","436"
"CJA01","Recorded crime incidents","2017","2017","08","Theft and related offences","Number","69271"
"CJA01","Recorded crime incidents","2017","2017","081","Theft/taking of vehicle and related offences","Number","4594"
"CJA01","Recorded crime incidents","2017","2017","0821","Theft from person","Number","4937"
"CJA01","Recorded crime incidents","2017","2017","0822","Theft from shop","Number","22791"
"CJA01","Recorded crime incidents","2017","2017","084","Other thefts, handling stolen property","Number","36949"
"CJA01","Recorded crime incidents","2017","2017","09","Fraud, deception and related offences","Number","5402"
"CJA01","Recorded crime incidents","2017","2017","10","Controlled drug offences","Number","16756"
"CJA01","Recorded crime incidents","2017","2017","1011","Importation of drugs","Number","21"
"CJA01","Recorded crime incidents","2017","2017","1012","Cultivation or manufacture of drugs","Number","247"
"CJA01","Recorded crime incidents","2017","2017","1021","Possession of drugs for sale or supply","Number","3839"
"CJA01","Recorded crime incidents","2017","2017","1022","Possession of drugs for personal use","Number","12157"
"CJA01","Recorded crime incidents","2017","2017","103","Other drug offences","Number","492"
"CJA01","Recorded crime incidents","2017","2017","11","Weapons and Explosives Offences","Number","2378"
"CJA01","Recorded crime incidents","2017","2017","111","Explosives, chemical weapons offences","Number","35"
"CJA01","Recorded crime incidents","2017","2017","1121","Discharging a firearm","Number","93"
"CJA01","Recorded crime incidents","2017","2017","1122","Possession of a firearm","Number","211"
"CJA01","Recorded crime incidents","2017","2017","113","Offensive weapons offences (n.e.c.)","Number","1855"
"CJA01","Recorded crime incidents","2017","2017","114","Fireworks offences","Number","184"
"CJA01","Recorded crime incidents","2017","2017","12","Damage to property and to the environment","Number","23135"
"CJA01","Recorded crime incidents","2017","2017","1211","Arson","Number","1697"
"CJA01","Recorded crime incidents","2017","2017","1212","Criminal damage (not arson)","Number","21275"
"CJA01","Recorded crime incidents","2017","2017","1221","Litter offences","Number","163"
"CJA01","Recorded crime incidents","2017","2017","13","Public order and other social code offences","Number","31176"
"CJA01","Recorded crime incidents","2017","2017","131","Disorderly conduct","Number","25338"
"CJA01","Recorded crime incidents","2017","2017","132","Trespass offences","Number","2367"
"CJA01","Recorded crime incidents","2017","2017","133","Liquor licensing offences","Number","826"
"CJA01","Recorded crime incidents","2017","2017","134","Prostitution offences","Number","39"
"CJA01","Recorded crime incidents","2017","2017","135","Regulated betting/money, collection/trading offences","Number","212"
"CJA01","Recorded crime incidents","2017","2017","136","Social code offences (n.e.c.)","Number","2394"
"CJA01","Recorded crime incidents","2017","2017","15","Offences against government, justice procedures and organisation of crime","Number","13871"
"CJA01","Recorded crime incidents","2017","2017","151","Offences against government and its agents","Number","182"
"CJA01","Recorded crime incidents","2017","2017","152","Organisation of crime and conspiracy to commit crime","Number","9"
"CJA01","Recorded crime incidents","2017","2017","153","Perverting the course of justice","Number","55"
"CJA01","Recorded crime incidents","2017","2017","157","Offences while in custody, breach of court orders","Number","13625"
"CJA01","Recorded crime incidents","2018","2018","01","Homicide offences","Number","88"
"CJA01","Recorded crime incidents","2018","2018","0111","Murder","Number","37"
"CJA01","Recorded crime incidents","2018","2018","0112","Manslaughter","Number","11"
"CJA01","Recorded crime incidents","2018","2018","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2018","2018","012","Dangerous driving leading to death","Number","40"
"CJA01","Recorded crime incidents","2018","2018","02","Sexual offences","Number","3214"
"CJA01","Recorded crime incidents","2018","2018","0211","Rape of a male or female","Number","808"
"CJA01","Recorded crime incidents","2018","2018","0212","Defilement of a boy or girl less than 17 years old","Number","182"
"CJA01","Recorded crime incidents","2018","2018","0213","Sexual offence involving mentally impaired person","Number","43"
"CJA01","Recorded crime incidents","2018","2018","0214","Aggravated sexual assault","Number","12"
"CJA01","Recorded crime incidents","2018","2018","0215","Sexual assault (not aggravated)","Number","1763"
"CJA01","Recorded crime incidents","2018","2018","022","Other sexual offences","Number","406"
"CJA01","Recorded crime incidents","2018","2018","03","Attempts/threats to murder, assaults, harassments and related offences","Number","20187"
"CJA01","Recorded crime incidents","2018","2018","0311","Murder-attempt","Number","14"
"CJA01","Recorded crime incidents","2018","2018","0313","Threat to kill or cause serious harm","Number","1066"
"CJA01","Recorded crime incidents","2018","2018","033","Harassment and related offences","Number","1649"
"CJA01","Recorded crime incidents","2018","2018","034","Assault causing harm, poisoning","Number","4556"
"CJA01","Recorded crime incidents","2018","2018","035","Other assault","Number","12902"
"CJA01","Recorded crime incidents","2018","2018","04","Dangerous or negligent acts","Number","8560"
"CJA01","Recorded crime incidents","2018","2018","0411","Dangerous driving causing serious bodily harm","Number","31"
"CJA01","Recorded crime incidents","2018","2018","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","7079"
"CJA01","Recorded crime incidents","2018","2018","0413","Driving/in charge of a vehicle under the influence of drugs","Number","526"
"CJA01","Recorded crime incidents","2018","2018","0421","Endangerment with potential for serious harm/death","Number","209"
"CJA01","Recorded crime incidents","2018","2018","0422","Abandoning a child, child neglect and cruelty","Number","350"
"CJA01","Recorded crime incidents","2018","2018","0423","Unseaworthy/dangerous use of boat or ship","Number","2"
"CJA01","Recorded crime incidents","2018","2018","0424","False alarm/interference with aircraft or air transport facilities","Number","0"
"CJA01","Recorded crime incidents","2018","2018","0425","Endangering traffic offences","Number","363"
"CJA01","Recorded crime incidents","2018","2018","05","Kidnapping and related offences","Number","135"
"CJA01","Recorded crime incidents","2018","2018","0511","False imprisonment","Number","85"
"CJA01","Recorded crime incidents","2018","2018","0512","Abduction of person under 16 years of age","Number","17"
"CJA01","Recorded crime incidents","2018","2018","0513","Human trafficking offences","Number","33"
"CJA01","Recorded crime incidents","2018","2018","06","Robbery, extortion and hijacking offences","Number","2447"
"CJA01","Recorded crime incidents","2018","2018","0611","Robbery of an establishment or institution","Number","675"
"CJA01","Recorded crime incidents","2018","2018","0612","Robbery of cash or goods in transit","Number","22"
"CJA01","Recorded crime incidents","2018","2018","0613","Robbery from the person","Number","1484"
"CJA01","Recorded crime incidents","2018","2018","0621","Blackmail or extortion","Number","144"
"CJA01","Recorded crime incidents","2018","2018","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","122"
"CJA01","Recorded crime incidents","2018","2018","07","Burglary and related offences","Number","16958"
"CJA01","Recorded crime incidents","2018","2018","0711","Aggravated burglary","Number","252"
"CJA01","Recorded crime incidents","2018","2018","0712","Burglary (not aggravated)","Number","16373"
"CJA01","Recorded crime incidents","2018","2018","0713","Possession of an article (with intent to burgle, steal, demand)","Number","333"
"CJA01","Recorded crime incidents","2018","2018","08","Theft and related offences","Number","66939"
"CJA01","Recorded crime incidents","2018","2018","081","Theft/taking of vehicle and related offences","Number","4706"
"CJA01","Recorded crime incidents","2018","2018","0821","Theft from person","Number","4537"
"CJA01","Recorded crime incidents","2018","2018","0822","Theft from shop","Number","23632"
"CJA01","Recorded crime incidents","2018","2018","084","Other thefts, handling stolen property","Number","34064"
"CJA01","Recorded crime incidents","2018","2018","09","Fraud, deception and related offences","Number","6308"
"CJA01","Recorded crime incidents","2018","2018","10","Controlled drug offences","Number","18274"
"CJA01","Recorded crime incidents","2018","2018","1011","Importation of drugs","Number","15"
"CJA01","Recorded crime incidents","2018","2018","1012","Cultivation or manufacture of drugs","Number","199"
"CJA01","Recorded crime incidents","2018","2018","1021","Possession of drugs for sale or supply","Number","4135"
"CJA01","Recorded crime incidents","2018","2018","1022","Possession of drugs for personal use","Number","13382"
"CJA01","Recorded crime incidents","2018","2018","103","Other drug offences","Number","543"
"CJA01","Recorded crime incidents","2018","2018","11","Weapons and Explosives Offences","Number","2442"
"CJA01","Recorded crime incidents","2018","2018","111","Explosives, chemical weapons offences","Number","35"
"CJA01","Recorded crime incidents","2018","2018","1121","Discharging a firearm","Number","90"
"CJA01","Recorded crime incidents","2018","2018","1122","Possession of a firearm","Number","188"
"CJA01","Recorded crime incidents","2018","2018","113","Offensive weapons offences (n.e.c.)","Number","1961"
"CJA01","Recorded crime incidents","2018","2018","114","Fireworks offences","Number","168"
"CJA01","Recorded crime incidents","2018","2018","12","Damage to property and to the environment","Number","21515"
"CJA01","Recorded crime incidents","2018","2018","1211","Arson","Number","1676"
"CJA01","Recorded crime incidents","2018","2018","1212","Criminal damage (not arson)","Number","19689"
"CJA01","Recorded crime incidents","2018","2018","1221","Litter offences","Number","150"
"CJA01","Recorded crime incidents","2018","2018","13","Public order and other social code offences","Number","31964"
"CJA01","Recorded crime incidents","2018","2018","131","Disorderly conduct","Number","26938"
"CJA01","Recorded crime incidents","2018","2018","132","Trespass offences","Number","2191"
"CJA01","Recorded crime incidents","2018","2018","133","Liquor licensing offences","Number","580"
"CJA01","Recorded crime incidents","2018","2018","134","Prostitution offences","Number","37"
"CJA01","Recorded crime incidents","2018","2018","135","Regulated betting/money, collection/trading offences","Number","154"
"CJA01","Recorded crime incidents","2018","2018","136","Social code offences (n.e.c.)","Number","2064"
"CJA01","Recorded crime incidents","2018","2018","15","Offences against government, justice procedures and organisation of crime","Number","16585"
"CJA01","Recorded crime incidents","2018","2018","151","Offences against government and its agents","Number","202"
"CJA01","Recorded crime incidents","2018","2018","152","Organisation of crime and conspiracy to commit crime","Number","6"
"CJA01","Recorded crime incidents","2018","2018","153","Perverting the course of justice","Number","27"
"CJA01","Recorded crime incidents","2018","2018","157","Offences while in custody, breach of court orders","Number","16350"
"CJA01","Recorded crime incidents","2019","2019","01","Homicide offences","Number","64"
"CJA01","Recorded crime incidents","2019","2019","0111","Murder","Number","32"
"CJA01","Recorded crime incidents","2019","2019","0112","Manslaughter","Number","6"
"CJA01","Recorded crime incidents","2019","2019","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2019","2019","012","Dangerous driving leading to death","Number","26"
"CJA01","Recorded crime incidents","2019","2019","02","Sexual offences","Number","3360"
"CJA01","Recorded crime incidents","2019","2019","0211","Rape of a male or female","Number","853"
"CJA01","Recorded crime incidents","2019","2019","0212","Defilement of a boy or girl less than 17 years old","Number","199"
"CJA01","Recorded crime incidents","2019","2019","0213","Sexual offence involving mentally impaired person","Number","21"
"CJA01","Recorded crime incidents","2019","2019","0214","Aggravated sexual assault","Number","11"
"CJA01","Recorded crime incidents","2019","2019","0215","Sexual assault (not aggravated)","Number","1772"
"CJA01","Recorded crime incidents","2019","2019","022","Other sexual offences","Number","504"
"CJA01","Recorded crime incidents","2019","2019","03","Attempts/threats to murder, assaults, harassments and related offences","Number","21839"
"CJA01","Recorded crime incidents","2019","2019","0311","Murder-attempt","Number","27"
"CJA01","Recorded crime incidents","2019","2019","0313","Threat to kill or cause serious harm","Number","1250"
"CJA01","Recorded crime incidents","2019","2019","033","Harassment and related offences","Number","1698"
"CJA01","Recorded crime incidents","2019","2019","034","Assault causing harm, poisoning","Number","5047"
"CJA01","Recorded crime incidents","2019","2019","035","Other assault","Number","13817"
"CJA01","Recorded crime incidents","2019","2019","04","Dangerous or negligent acts","Number","8703"
"CJA01","Recorded crime incidents","2019","2019","0411","Dangerous driving causing serious bodily harm","Number","41"
"CJA01","Recorded crime incidents","2019","2019","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","6561"
"CJA01","Recorded crime incidents","2019","2019","0413","Driving/in charge of a vehicle under the influence of drugs","Number","1265"
"CJA01","Recorded crime incidents","2019","2019","0421","Endangerment with potential for serious harm/death","Number","233"
"CJA01","Recorded crime incidents","2019","2019","0422","Abandoning a child, child neglect and cruelty","Number","319"
"CJA01","Recorded crime incidents","2019","2019","0423","Unseaworthy/dangerous use of boat or ship","Number","3"
"CJA01","Recorded crime incidents","2019","2019","0424","False alarm/interference with aircraft or air transport facilities","Number","3"
"CJA01","Recorded crime incidents","2019","2019","0425","Endangering traffic offences","Number","278"
"CJA01","Recorded crime incidents","2019","2019","05","Kidnapping and related offences","Number","127"
"CJA01","Recorded crime incidents","2019","2019","0511","False imprisonment","Number","87"
"CJA01","Recorded crime incidents","2019","2019","0512","Abduction of person under 16 years of age","Number","21"
"CJA01","Recorded crime incidents","2019","2019","0513","Human trafficking offences","Number","19"
"CJA01","Recorded crime incidents","2019","2019","06","Robbery, extortion and hijacking offences","Number","2344"
"CJA01","Recorded crime incidents","2019","2019","0611","Robbery of an establishment or institution","Number","634"
"CJA01","Recorded crime incidents","2019","2019","0612","Robbery of cash or goods in transit","Number","35"
"CJA01","Recorded crime incidents","2019","2019","0613","Robbery from the person","Number","1367"
"CJA01","Recorded crime incidents","2019","2019","0621","Blackmail or extortion","Number","153"
"CJA01","Recorded crime incidents","2019","2019","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","155"
"CJA01","Recorded crime incidents","2019","2019","07","Burglary and related offences","Number","16749"
"CJA01","Recorded crime incidents","2019","2019","0711","Aggravated burglary","Number","274"
"CJA01","Recorded crime incidents","2019","2019","0712","Burglary (not aggravated)","Number","16140"
"CJA01","Recorded crime incidents","2019","2019","0713","Possession of an article (with intent to burgle, steal, demand)","Number","335"
"CJA01","Recorded crime incidents","2019","2019","08","Theft and related offences","Number","68181"
"CJA01","Recorded crime incidents","2019","2019","081","Theft/taking of vehicle and related offences","Number","4746"
"CJA01","Recorded crime incidents","2019","2019","0821","Theft from person","Number","4305"
"CJA01","Recorded crime incidents","2019","2019","0822","Theft from shop","Number","24677"
"CJA01","Recorded crime incidents","2019","2019","084","Other thefts, handling stolen property","Number","34453"
"CJA01","Recorded crime incidents","2019","2019","09","Fraud, deception and related offences","Number","7922"
"CJA01","Recorded crime incidents","2019","2019","10","Controlled drug offences","Number","21308"
"CJA01","Recorded crime incidents","2019","2019","1011","Importation of drugs","Number","28"
"CJA01","Recorded crime incidents","2019","2019","1012","Cultivation or manufacture of drugs","Number","193"
"CJA01","Recorded crime incidents","2019","2019","1021","Possession of drugs for sale or supply","Number","4779"
"CJA01","Recorded crime incidents","2019","2019","1022","Possession of drugs for personal use","Number","15594"
"CJA01","Recorded crime incidents","2019","2019","103","Other drug offences","Number","714"
"CJA01","Recorded crime incidents","2019","2019","11","Weapons and Explosives Offences","Number","2687"
"CJA01","Recorded crime incidents","2019","2019","111","Explosives, chemical weapons offences","Number","80"
"CJA01","Recorded crime incidents","2019","2019","1121","Discharging a firearm","Number","96"
"CJA01","Recorded crime incidents","2019","2019","1122","Possession of a firearm","Number","209"
"CJA01","Recorded crime incidents","2019","2019","113","Offensive weapons offences (n.e.c.)","Number","2096"
"CJA01","Recorded crime incidents","2019","2019","114","Fireworks offences","Number","206"
"CJA01","Recorded crime incidents","2019","2019","12","Damage to property and to the environment","Number","21918"
"CJA01","Recorded crime incidents","2019","2019","1211","Arson","Number","1588"
"CJA01","Recorded crime incidents","2019","2019","1212","Criminal damage (not arson)","Number","20171"
"CJA01","Recorded crime incidents","2019","2019","1221","Litter offences","Number","159"
"CJA01","Recorded crime incidents","2019","2019","13","Public order and other social code offences","Number","32390"
"CJA01","Recorded crime incidents","2019","2019","131","Disorderly conduct","Number","27955"
"CJA01","Recorded crime incidents","2019","2019","132","Trespass offences","Number","2275"
"CJA01","Recorded crime incidents","2019","2019","133","Liquor licensing offences","Number","525"
"CJA01","Recorded crime incidents","2019","2019","134","Prostitution offences","Number","111"
"CJA01","Recorded crime incidents","2019","2019","135","Regulated betting/money, collection/trading offences","Number","124"
"CJA01","Recorded crime incidents","2019","2019","136","Social code offences (n.e.c.)","Number","1400"
"CJA01","Recorded crime incidents","2019","2019","15","Offences against government, justice procedures and organisation of crime","Number","18073"
"CJA01","Recorded crime incidents","2019","2019","151","Offences against government and its agents","Number","250"
"CJA01","Recorded crime incidents","2019","2019","152","Organisation of crime and conspiracy to commit crime","Number","13"
"CJA01","Recorded crime incidents","2019","2019","153","Perverting the course of justice","Number","61"
"CJA01","Recorded crime incidents","2019","2019","157","Offences while in custody, breach of court orders","Number","17749"
"CJA01","Recorded crime incidents","2020","2020","01","Homicide offences","Number","72"
"CJA01","Recorded crime incidents","2020","2020","0111","Murder","Number","31"
"CJA01","Recorded crime incidents","2020","2020","0112","Manslaughter","Number","2"
"CJA01","Recorded crime incidents","2020","2020","0113","Infanticide","Number","1"
"CJA01","Recorded crime incidents","2020","2020","012","Dangerous driving leading to death","Number","38"
"CJA01","Recorded crime incidents","2020","2020","02","Sexual offences","Number","3082"
"CJA01","Recorded crime incidents","2020","2020","0211","Rape of a male or female","Number","810"
"CJA01","Recorded crime incidents","2020","2020","0212","Defilement of a boy or girl less than 17 years old","Number","225"
"CJA01","Recorded crime incidents","2020","2020","0213","Sexual offence involving mentally impaired person","Number","12"
"CJA01","Recorded crime incidents","2020","2020","0214","Aggravated sexual assault","Number","5"
"CJA01","Recorded crime incidents","2020","2020","0215","Sexual assault (not aggravated)","Number","1574"
"CJA01","Recorded crime incidents","2020","2020","022","Other sexual offences","Number","456"
"CJA01","Recorded crime incidents","2020","2020","03","Attempts/threats to murder, assaults, harassments and related offences","Number","19071"
"CJA01","Recorded crime incidents","2020","2020","0311","Murder-attempt","Number","19"
"CJA01","Recorded crime incidents","2020","2020","0313","Threat to kill or cause serious harm","Number","1535"
"CJA01","Recorded crime incidents","2020","2020","033","Harassment and related offences","Number","1691"
